dataset,deg_id,gene_name,gene_id,cog,functional_category,function,organism,accession,growth_condition,expression_level,gene_ontology,uniprot_id,extra,strain,organism_dataset,method,condition,pmid,reference,aa_len,nt_len
DEG1053,DEG10530011,ftsZ,Protein_ID: WP_006487140.1,-,-,cell division protein FtsZ,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00110,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",398,1197
DEG1053,DEG10530012,-,Protein_ID: WP_006487145.1,-,-,UDP-3-O-acyl-N-acetylglucosamine deacetylase,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00120,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",305,918
DEG1053,DEG10530013,-,Protein_ID: WP_006487136.1,-,-,DUF721 domain-containing protein,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00125,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",158,477
DEG1053,DEG10530014,secA,Protein_ID: WP_006493335.1,-,-,preprotein translocase subunit SecA,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00130,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",933,2802
DEG1053,DEG10530015,-,Protein_ID: WP_006487123.1,-,-,dephospho-CoA kinase,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00160,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",202,609
DEG1053,DEG10530016,-,Protein_ID: WP_006489248.1,-,-,polyprenyl synthetase family protein,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00190,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",331,996
DEG1053,DEG10530017,rplU,Protein_ID: WP_006025184.1,-,-,50S ribosomal protein L21,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00200,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",103,312
DEG1053,DEG10530018,obgE,Protein_ID: WP_006489254.1,-,-,GTPase ObgE,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00210,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",370,1113
DEG1053,DEG10530019,-,Protein_ID: WP_006476997.1,-,-,glutamate 5-kinase,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00215,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",372,1119
DEG1053,DEG10530020,-,Protein_ID: WP_006489236.1,-,-,proline--tRNA ligase,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00230,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",578,1737
DEG1053,DEG10530021,-,Protein_ID: WP_006476982.1,-,-,signal recognition particle protein,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00245,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",455,1368
DEG1053,DEG10530022,-,Protein_ID: WP_006490722.1,-,-,ribonucleoside-diphosphate reductase subunit alpha,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00265,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",1001,3006
DEG1053,DEG10530023,-,Protein_ID: WP_006476978.1,-,-,ribonucleotide-diphosphate reductase subunit beta,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00270,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",403,1212
DEG1053,DEG10530024,accC,Protein_ID: WP_006490723.1,-,-,acetyl-CoA carboxylase biotin carboxylase subunit,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00305,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",455,1368
DEG1053,DEG10530025,-,Protein_ID: WP_006496751.1,-,-,acetyl-CoA carboxylase biotin carboxyl carrier protein,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00310,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",157,474
DEG1053,DEG10530026,aroE,Protein_ID: WP_006493556.1,-,-,shikimate dehydrogenase,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00345,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",288,867
DEG1053,DEG10530027,thiL,Protein_ID: WP_006496735.1,-,-,thiamine-phosphate kinase,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00430,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",332,999
DEG1053,DEG10530028,tkt,Protein_ID: WP_006485709.1,-,-,transketolase,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00465,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",690,2073
DEG1053,DEG10530029,-,Protein_ID: WP_006483409.1,-,-,leucine--tRNA ligase,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00545,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",864,2595
DEG1053,DEG10530030,-,Protein_ID: WP_006494166.1,-,-,hypothetical protein,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00550,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",183,552
DEG1053,DEG10530031,-,Protein_ID: WP_006483419.1,-,-,DNA polymerase III subunit delta,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00555,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",364,1095
DEG1053,DEG10530032,-,Protein_ID: WP_006483416.1,-,-,CopD family protein,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00565,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",140,423
DEG1053,DEG10530033,eda,Protein_ID: WP_006483410.1,-,-,bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00580,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",208,627
DEG1053,DEG10530034,purB,Protein_ID: WP_006483408.1,-,-,adenylosuccinate lyase,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00605,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",462,1389
DEG1053,DEG10530035,-,Protein_ID: WP_012492956.1,-,-,DUF1090 family protein,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00665,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",101,306
DEG1053,DEG10530036,rplM,Protein_ID: WP_009687896.1,-,-,50S ribosomal protein L13,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00670,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",142,429
DEG1053,DEG10530037,rpsI,Protein_ID: WP_006476904.1,-,-,30S ribosomal protein S9,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00675,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",130,393
DEG1053,DEG10530038,erpA,Protein_ID: WP_006476903.1,-,-,iron-sulfur cluster insertion protein ErpA,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00680,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",123,372
DEG1053,DEG10530039,-,Protein_ID: WP_006483424.1,-,-,tyrosine--tRNA ligase,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00690,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",413,1242
DEG1053,DEG10530040,ruvA,Protein_ID: WP_006483429.1,-,-,Holliday junction branch migration protein RuvA,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00720,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",193,582
DEG1053,DEG10530041,ruvC,Protein_ID: WP_006476894.1,-,-,crossover junction endodeoxyribonuclease RuvC,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00725,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",180,543
DEG1053,DEG10530042,-,Protein_ID: WP_006483428.1,-,-,UbiH/UbiF/VisC/COQ6 family ubiquinone biosynthesis hydroxylase,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00745,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",395,1188
DEG1053,DEG10530043,mnmA,Protein_ID: WP_012492953.1,-,-,tRNA 2-thiouridine(34) synthase MnmA,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00765,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",391,1176
DEG1053,DEG10530044,secF,Protein_ID: WP_006482457.1,-,-,protein translocase subunit SecF,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00875,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",316,951
DEG1053,DEG10530045,secD,Protein_ID: WP_006482461.1,-,-,protein translocase subunit SecD,Burkholderia cenocepacia strain K56-2 scf7180000000048,NZ_LAUA01000001,Luria-Bertani (LB) media,locus_tag:WQ49_RS00880,-,-,-,K56-2,Burkholderia cenocepacia K56-2,Tn-seq,Rich medium; Luria-Bertani (LB) media,29208119,"Gislason, A. S., Turner, K., Domaratzki, M., & Cardona, S. T. (2017). Comparative analysis of the Burkholderia cenocepacia K56-2 essential genome reveals cell envelope functions that are uniquely required for survival in species of the genus Burkholderia. Microbial genomics, 3(11).",673,2022
