dataset,deg_id,gene_name,gene_id,cog,functional_category,function,organism,accession,growth_condition,expression_level,gene_ontology,uniprot_id,extra,strain,organism_dataset,method,condition,pmid,reference,aa_len,nt_len
DEG1066,DEG10660011,-,Protein_ID: CAR50390.1,-,-,hypothetical phage protein,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0083a,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",85,258
DEG1066,DEG10660012,-,Protein_ID: CAR50394.1,-,-,hypothetical phage protein,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0086,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",163,492
DEG1066,DEG10660013,rpsU1,Protein_ID: CAR50423.1,-,-,30S ribosomal protein S21 1,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0115,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",70,213
DEG1066,DEG10660014,secE,Protein_ID: CAR50531.1,-,-,preprotein translocase SecE subunit,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0220,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",126,381
DEG1066,DEG10660015,nusG,Protein_ID: CAR50532.1,-,-,transcription antitermination protein NusG,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0221,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",185,558
DEG1066,DEG10660016,relC,Protein_ID: CAR50533.1,-,-,50S ribosomal protein L11,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0222,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",143,432
DEG1066,DEG10660017,rplA,Protein_ID: CAR50534.1,-,-,50S ribosomal protein L1,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0223,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",232,699
DEG1066,DEG10660018,rplJ,Protein_ID: CAR50535.1,-,-,50S ribosomal protein L10,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0224,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",165,498
DEG1066,DEG10660019,rplL,Protein_ID: CAR50536.1,-,-,50S ribosomal protein L7/L12,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0225,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",124,375
DEG1066,DEG10660020,-,Protein_ID: CAR50537.1,-,-,DNA-directed RNA polymerase beta chain,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0226,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",1368,4107
DEG1066,DEG10660021,rpoC,Protein_ID: CAR50538.1,-,-,DNA-directed RNA polymerase beta' chain,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0227,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",1413,4242
DEG1066,DEG10660022,rpsL,Protein_ID: CAR50540.1,-,-,30S ribosomal protein S12,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0229,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",126,381
DEG1066,DEG10660023,rpsG,Protein_ID: CAR50541.1,-,-,30S ribosomal protein S7,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0230,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",156,471
DEG1066,DEG10660024,fusA,Protein_ID: CAR50542.1,-,-,elongation factor G,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0231,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",700,2103
DEG1066,DEG10660025,rpsJ,Protein_ID: CAR50544.1,-,-,30s ribosomal protein S10,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0233,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",103,312
DEG1066,DEG10660026,rplC,Protein_ID: CAR50545.1,-,-,50S ribosomal protein L3,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0234,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",216,651
DEG1066,DEG10660027,rplD,Protein_ID: CAR50546.1,-,-,50S ribosomal protein L4,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0235,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",206,621
DEG1066,DEG10660028,rplW,Protein_ID: CAR50547.1,-,-,50S ribosomal protein L23,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0236,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",104,315
DEG1066,DEG10660029,rplB,Protein_ID: CAR50548.1,-,-,50S ribosomal protein L2,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0237,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",275,828
DEG1066,DEG10660030,rpsS,Protein_ID: CAR50549.1,-,-,30S ribosomal protein S19,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0238,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",91,276
DEG1066,DEG10660031,rplV,Protein_ID: CAR50550.1,-,-,50S ribosomal protein L22,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0239,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",109,330
DEG1066,DEG10660032,rpsC,Protein_ID: CAR50551.1,-,-,30S ribosomal protein S3,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0240,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",266,801
DEG1066,DEG10660033,rplP,Protein_ID: CAR50552.1,-,-,50S ribosomal protein L16,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0241,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",138,417
DEG1066,DEG10660034,rpmC,Protein_ID: CAR50553.1,-,-,50S ribosomal protein L29,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0242,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",64,195
DEG1066,DEG10660035,rplN,Protein_ID: CAR50555.1,-,-,50S ribosomal protein L14,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0244,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",122,369
DEG1066,DEG10660036,rplX,Protein_ID: CAR50556.1,-,-,50S ribosomal protein L24,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0245,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",102,309
DEG1066,DEG10660037,rplE,Protein_ID: CAR50557.1,-,-,50S ribosomal protein L5,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0246,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",179,540
DEG1066,DEG10660038,rpsN,Protein_ID: CAR50558.1,-,-,30S ribosomal protein S14,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0247,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",101,306
DEG1066,DEG10660039,rpsH,Protein_ID: CAR50559.1,-,-,30S ribosomal protein S8,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0248,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",131,396
DEG1066,DEG10660040,rplF,Protein_ID: CAR50560.1,-,-,50S ribosomal protein L6,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0249,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",176,531
DEG1066,DEG10660041,rplR,Protein_ID: CAR50561.1,-,-,50S ribosomal protein L18,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0250,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",121,366
DEG1066,DEG10660042,rpsE,Protein_ID: CAR50562.1,-,-,30S ribosomal protein S5,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0251,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",172,519
DEG1066,DEG10660043,rpmD,Protein_ID: CAR50563.1,-,-,50S ribosomal protein L30,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0252,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",60,183
DEG1066,DEG10660044,rplO,Protein_ID: CAR50564.1,-,-,50S ribosomal protein L15,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0253,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",144,435
DEG1066,DEG10660045,secY,Protein_ID: CAR50565.1,-,-,preprotein translocase SecY subunit,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0254,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",449,1350
DEG1066,DEG10660046,infA1,Protein_ID: CAR50566.1,-,-,translation initiation factor IF-1 1,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0255,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",72,219
DEG1066,DEG10660047,rpmJ,Protein_ID: CAR50567.1,-,-,50S ribosomal protein L36,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0256,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",38,117
DEG1066,DEG10660048,rpsM,Protein_ID: CAR50568.1,-,-,30S ribosomal protein S13,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0257,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",121,366
DEG1066,DEG10660049,rpsK,Protein_ID: CAR50569.1,-,-,30S ribosomal protein S11,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0258,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",133,402
DEG1066,DEG10660050,rpsD,Protein_ID: CAR50570.1,-,-,30S ribosomal protein S4,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0259,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",207,624
DEG1066,DEG10660051,rpoA,Protein_ID: CAR50571.1,-,-,DNA-directed RNA polymerase alpha chain,Burkholderia cenocepacia J2315 chromosome 1,AM747720,LB medium,locus_tag:BCAL0260,-,-,-,J2315,Burkholderia cenocepacia J2315,TraDIS,Rich medium; SOB medium,27597847,"Wong, Y. C., Abd El Ghany, M., Naeem, R., Lee, K. W., Tan, Y. C., Pain, A., & Nathan, S. (2016). Candidate essential genes in Burkholderia cenocepacia J2315 identified by genome-wide TraDIS. Frontiers in microbiology, 7, 1288.",325,978
